expected_gender,speaker_id,speaker_name,relative_path,row_id,word,context,text
male,char_OPERATOR_M,Оператор,message/d14.mbe/000_Sheet1.csv,f_d1401_0060_0020,сказала,"Может быть, что-то происходит на крыше этого здания, как сказала","Может быть, что-то происходит на крыше этого здания, как сказала
та девушка..."
female,char_ANGEWOMON,Ангевумон,message/digimon_chat.mbe/000_Sheet1.csv,angew_001_0_char_ANGEWOMON,должен,"Человек должен исправлять ошибки мира, не потворствуя никакому","Человек должен исправлять ошибки мира, не потворствуя никакому
злу."
female,char_MIREI,Мирей Микагура,message/dlc000.mbe/000_Sheet1.csv,dlc000_100_020,готов,"Когда будешь готов, начни расследование заново","Когда будешь готов, начни расследование заново.
Я верю в тебя."
female,char_MIREI,Мирей Микагура,message/field_text.mbe/000_Sheet1.csv,dummy_dlc010_0460,должен,Однако выход должен,"Это место было случайно собрано Параллельмон. Однако выход должен
быть. Давайте найдем его."
male,char_OPERATOR_M,Оператор,message/field_text.mbe/000_Sheet1.csv,g_tutorial_1002_0030,права,Он избегал публики и отдал права государству и корпорациям,"И всё же о нём мало кто знает — во многом из-за характера.
Он избегал публики и отдал права государству и корпорациям."
male,char_OPERATOR_M,Оператор,message/m010.mbe/000_Sheet1.csv,m010_020_260,должна,секретность должна быть сохранена,"Эта миссия не исключение. Действуй максимально осторожно:
секретность должна быть сохранена."
male,char_OPERATOR_M,Оператор,message/m010.mbe/000_Sheet1.csv,m010_040_070,была,"Стена была построена сразу после этого, якобы для общественной","Стена была построена сразу после этого, якобы для общественной
безопасности, но правда остаётся туманной."
female,char_MYSTERIOUS_GIRL,Таинственная девушка,message/m010.mbe/000_Sheet1.csv,m010_200_055,был,Разве он не был с тобой,Эй. Куда он делся? Разве он не был с тобой?
male,char_GLASSES_WEARING_MAN,Мужчина в очках,message/m040.mbe/000_Sheet1.csv,m040_040_010,должна,"Моя дочь должна быть где-то здесь, внизу","Моя дочь должна быть где-то здесь, внизу."
male,char_GLASSES_WEARING_MAN,Мужчина в очках,message/m040.mbe/000_Sheet1.csv,m040_050_190,была,"Ты хочешь сказать мне, что знаешь, что это была за штука","Ты хочешь сказать мне, что знаешь, что это была за штука?"
male,char_GLASSES_WEARING_MAN,Мужчина в очках,message/m040.mbe/000_Sheet1.csv,m040_050_230,была,"Была ли это та же сила Дигимона, которая сломала замок и привела","Была ли это та же сила Дигимона, которая сломала замок и привела
нас сюда?"
female,char_PROTECTED_GIRL,Девушка под охраной,message/m040.mbe/000_Sheet1.csv,m040_110_090,сделал,"То, что ты там сделал,","Д-да, спасибо тебе. Я должна сказать... То, что ты там сделал,
было... невероятно!"
female,char_PROTECTED_GIRL,Девушка под охраной,message/m050.mbe/000_Sheet1.csv,m050_010_100,сказал,"Папа сказал, чтобы я разрешила тебе пока пользоваться","Папа сказал, чтобы я разрешила тебе пока пользоваться
этим помещением."
female,char_INORI,Инори Мисоно,message/m050.mbe/000_Sheet1.csv,m050_010_120,сказал,"Ты сказал кое-что, из-за чего это прозвучало так, будто","Ты сказал кое-что, из-за чего это прозвучало так, будто
мы встречались раньше. Прости, я не помню."
female,char_INORI,Инори Мисоно,message/m050.mbe/000_Sheet1.csv,m050_010_130,готов,"когда будешь готов, хорошо","Что ж, давай начнём с осмотра дома. Спускайся вниз,
когда будешь готов, хорошо?"
male,char_OPERATOR_M,Оператор,message/m050.mbe/000_Sheet1.csv,m050_060_080,была,"Катастрофа, вызвавшая это глобальное бедствие, была","Катастрофа, вызвавшая это глобальное бедствие, была
названа ""Адом Синдзюку""."
female,char_INORI,Инори Мисоно,message/m050.mbe/000_Sheet1.csv,m050_010_120__H,сказал,"Ты сказал кое-что, из-за чего это прозвучало так, будто","Ты сказал кое-что, из-за чего это прозвучало так, будто
мы встречались раньше. Прости, я не помню."
female,char_HIROKO,Хироко Сагисака,message/m060.mbe/000_Sheet1.csv,m060_020_010,был,Никто даже не был в,"В этот раз всё будееет ооотлично, клянусь! Никто даже не был в
этом месте раньше!"
female,char_INORI,Инори Мисоно,message/m060.mbe/000_Sheet1.csv,m060_050_060,был,"Я думаю, это был Ку","Я думаю, это был Ку."
female,char_INORI,Инори Мисоно,message/m060.mbe/000_Sheet1.csv,m060_050_090,был,"Он же был ранен, так","То, как другие издевались над бедняжкой... Он же был ранен, так
что я волнуюсь..."
female,char_INORI,Инори Мисоно,message/m060.mbe/000_Sheet1.csv,m060_150_010,сказал,Ты сказал,Ты сказал... тебя зовут Эгиомон?
male,char_TAKEMIYA,Косуке Мисоно,message/m070.mbe/000_Sheet1.csv,m070_010_070,готова,Она ещё не готова узнать обо всём этом,"А, и не говори Инори. Она ещё не готова узнать обо всём этом."
male,char_SIMMONS,Доктор Симмонс,message/m070.mbe/000_Sheet1.csv,m070_040_130,думала,"Я думала, что знаю свои манеры, но моё","Приношу свои извинения. Я думала, что знаю свои манеры, но моё
интеллектуальное любопытство взяло надо мной верх."
male,char_OPERATOR_M,Оператор,message/m070.mbe/000_Sheet1.csv,m070_040_190,должна,то о ней должна быть информация в открытых источниках,"Учёная, работающая на правоохранителей, да? Если она известна,
то о ней должна быть информация в открытых источниках."
male,char_OPERATOR_M,Оператор,message/m070.mbe/000_Sheet1.csv,m070_100_020,была,"Эволюция Эгиомона, по-видимому, была спровоцирована Инори","Обрати пристальное внимание на эту Инори Мисоно и Эгиомона...
Эволюция Эгиомона, по-видимому, была спровоцирована Инори."
female,char_INORI,Инори Мисоно,message/m080.mbe/000_Sheet1.csv,m080_060_110,виноват,"В этом виноват этот наряд, если ты спросишь меня","В этом виноват этот наряд, если ты спросишь меня... Хи-хи! Ты
выглядишь как персонаж из аниме."
female,char_INORI,Инори Мисоно,message/m080.mbe/000_Sheet1.csv,m080_110_190,был,"Ты сегодня был настоящим героем, я считаю","Ты сегодня был настоящим героем, я считаю. Без сомнений!"
female,char_INORI,Инори Мисоно,message/m080.mbe/000_Sheet1.csv,m080_110_270,был,Он был примерно такого же,"Моего младшего брата звали Юу... Он был примерно такого же
роста, как ты сейчас, Эгиомон."
female,char_TOUDO,Асуна Широки,message/m090.mbe/000_Sheet1.csv,m090_060_080,нашёл,быстро нашёл общий язык с,"Этот человек в странном наряде... быстро нашёл общий язык с
фазово-электронной формой жизни."
male,char_OPERATOR_M,Оператор,message/m090.mbe/000_Sheet1.csv,m090_060_100,была,"Было бы странно, если бы эта битва не была задокументирована, но","Было бы странно, если бы эта битва не была задокументирована, но
спустя восемь лет я не могу найти о ней никаких данных…"
female,char_MINERVAMON,Минервамон,message/m090.mbe/000_Sheet1.csv,m090_080_110,был,"Это был один из Титанов, которые сеют хаос в нашем мире","Это был один из Титанов, которые сеют хаос в нашем мире."
female,char_INORI,Инори Мисоно,message/m090.mbe/000_Sheet1.csv,m090_080_310,был,"я уверена, Эгиомон был бы рад возможности поговорить с тобой","...я уверена, Эгиомон был бы рад возможности поговорить с тобой."
female,char_INORI,Инори Мисоно,message/m090.mbe/000_Sheet1.csv,m090_080_310,рад,"я уверена, Эгиомон был бы рад возможности поговорить с тобой","...я уверена, Эгиомон был бы рад возможности поговорить с тобой."
male,char_OPERATOR_M,Оператор,message/m090.mbe/000_Sheet1.csv,m090_010_050__H,поняла,"Неудивительно, что ты её поняла","Неудивительно, что ты её поняла. Ведь ты... тоже потеряла
человека, который тебя вырастил. Из-за аномалии."
male,char_SIMMONS,Доктор Симмонс,message/m100.mbe/000_Sheet1.csv,m100_030_060,пыталась,"Я как раз пыталась придумать, как с этим справиться","Я как раз пыталась придумать, как с этим справиться."
male,char_SIMMONS,Доктор Симмонс,message/m100.mbe/000_Sheet1.csv,m100_030_200,нашла,"Но если использовать детали, что я нашла здесь, я смогу сделать","Но если использовать детали, что я нашла здесь, я смогу сделать
его меньше, чем это вообще возможно."
male,char_SIMMONS,Доктор Симмонс,message/m100.mbe/000_Sheet1.csv,m100_030_220,готова,"Вот почему я готова принять любую помощь, которую могу получить,","Вот почему я готова принять любую помощь, которую могу получить,
при условии честного обмена, конечно."
female,char_INORI,Инори Мисоно,message/m100.mbe/000_Sheet1.csv,m100_050_090,был,"Альфа"" был моим героем","Как будто за мной присматривает аниме-персонаж. Знаешь, ""Агент
Альфа"" был моим героем."
male,char_SIMMONS,Доктор Симмонс,message/m100.mbe/000_Sheet1.csv,m100_090_005,слышала,Я слышала отчёт,Я слышала отчёт. Потрясающая работа.
male,char_SIMMONS,Доктор Симмонс,message/m100.mbe/000_Sheet1.csv,m100_090_040,должна,Но я должна спросить,Но я должна спросить...
male,char_SIMMONS,Доктор Симмонс,message/m100.mbe/000_Sheet1.csv,m100_090_060,смогла,Я не смогла разобраться в большинстве функций,"Я не смогла разобраться в большинстве функций. Для чего вообще
можно использовать нечто подобное?"
male,char_SIMMONS,Доктор Симмонс,message/m100.mbe/000_Sheet1.csv,m100_090_120,была,"Если бы это было правдой, это была бы чертовски крутая функция,","Если бы это было правдой, это была бы чертовски крутая функция,
это точно... Звучит как что-то из аниме."
female,char_INORI,Инори Мисоно,message/m110.mbe/000_Sheet1.csv,m110_020_020,был,"Роллет, через который мы только что прошли, в прошлый раз был","Роллет, через который мы только что прошли, в прошлый раз был
закрыт!"
female,char_INORI,Инори Мисоно,message/m120.mbe/000_Sheet1.csv,m120_060_100,уверен,"Ты уверен, что у тебя правильно","Осмотр достопримечательностей? Ты уверен, что у тебя правильно
расставлены приоритеты...?"
female,char_INORI,Инори Мисоно,message/m120.mbe/000_Sheet1.csv,m120_100_140,должен,Должен быть способ,"Минервамон пришла в Синдзюку отсюда. Должен быть способ
путешествовать между двумя мирами."
female,char_INORI,Инори Мисоно,message/m120.mbe/000_Sheet1.csv,m120_060_100__H,уверен,"Ты уверен, что у тебя правильно","Осмотр достопримечательностей? Ты уверен, что у тебя правильно
расставлены приоритеты...?"
male,char_OPERATOR_M,Оператор,message/m140.mbe/000_Sheet1.csv,m140_010_440,была,Она и правда была похожа на,"Та штука, что появилась в небе... Она и правда была похожа на
врата, не так ли?"
female,char_INORI,Инори Мисоно,message/m140.mbe/000_Sheet1.csv,m140_080_028,был,был,"...главный герой того аниме, что я смотрела. Тогда этот персонаж
был... моим героем."
female,char_INORI,Инори Мисоно,message/m150.mbe/000_Sheet1.csv,m150_095_030,был,"Может, это был для него слишком сильный разряд электричества","Может, это был для него слишком сильный разряд электричества..."
female,char_INORI,Инори Мисоно,message/m150.mbe/000_Sheet1.csv,m150_150_300,сказал,"И Меркуримон сказал, что мы должны сначала подать питание на","И Меркуримон сказал, что мы должны сначала подать питание на
железную дорогу, если хотим пойти к Юномон."
female,char_INORI,Инори Мисоно,message/m150.mbe/000_Sheet1.csv,m150_160_040,был,"Похоже, мой папа был прав как обычно","Похоже, мой папа был прав как обычно."
female,char_INORI,Инори Мисоно,message/m150.mbe/000_Sheet1.csv,m150_160_040,прав,"Похоже, мой папа был прав как обычно","Похоже, мой папа был прав как обычно."
female,char_INORI,Инори Мисоно,message/m150.mbe/000_Sheet1.csv,m150_160_080,был,"Бьюсь об заклад, он, наверное, был абсолютно прав","Бьюсь об заклад, он, наверное, был абсолютно прав."
female,char_INORI,Инори Мисоно,message/m150.mbe/000_Sheet1.csv,m150_160_080,прав,"Бьюсь об заклад, он, наверное, был абсолютно прав","Бьюсь об заклад, он, наверное, был абсолютно прав."
female,char_MINERVAMON,Минервамон,message/m160.mbe/000_Sheet1.csv,m160_010_050,должен,"Там должен быть кто-то, кто нас ждет","Мы скоро будем там. Там должен быть кто-то, кто нас ждет."
female,char_MINERVAMON,Минервамон,message/m160.mbe/000_Sheet1.csv,m160_040_060,сказал,"И ты сказал, что увидел яйцо, когда впервые открыл глаза","И ты сказал, что увидел яйцо, когда впервые открыл глаза...
Я ведь сама видела твою невероятную силу."
female,char_JUNOMON,Юномон,message/m160.mbe/000_Sheet1.csv,m160_050_031,получил,Но Хрономон получил самые смертельные раны,Но Хрономон получил самые смертельные раны.
female,char_JUNOMON,Юномон,message/m160.mbe/000_Sheet1.csv,m160_050_040,сделал,сделал заявление,"Окруженный скорбящим населением, Хрономон на последнем издыхании
сделал заявление..."
female,char_JUNOMON,Юномон,message/m160.mbe/000_Sheet1.csv,m160_060_030,был,"цели, и только для этой, ты был рожден","Мы должны защитить мир от них, о Великий Хранитель. Для этой
цели, и только для этой, ты был рожден."
male,char_OPERATOR_M,Оператор,message/m170.mbe/000_Sheet1.csv,m170_070_060,сказала,"То, что сказала Юномон, наблюдающая за воротами,","То, что сказала Юномон, наблюдающая за воротами,
не давало мне покоя."
female,char_INORI,Инори Мисоно,message/m170.mbe/000_Sheet1.csv,m170_110_050,сказал,"когда сказал: ""Я позабочусь об этих Титанах""","Нет. Я просто подумала, как храбро и надежно ты сейчас звучал,
когда сказал: ""Я позабочусь об этих Титанах""."
female,char_JUNOMON,Юномон,message/m170.mbe/000_Sheet1.csv,m170_210_090,уверен,"Ты уверен, что Титаны сказали именно это","Течение... Ты уверен, что Титаны сказали именно это?"
female,char_JUNOMON,Юномон,message/m170.mbe/000_Sheet1.csv,m170_210_090__H,уверен,"Ты уверен, что Титаны сказали именно это","Течение... Ты уверен, что Титаны сказали именно это?"
female,char_INORI,Инори Мисоно,message/m180.mbe/000_Sheet1.csv,m180_030_020,был,Что это был за звук,Что это был за звук? Титаны?
female,char_INORI,Инори Мисоно,message/m180.mbe/000_Sheet1.csv,m180_040_250,сделал,"ему за всё, что он для меня сделал","Мне всё равно, какой путь выберет Эгиомон! Я должна отплатить
ему за всё, что он для меня сделал!"
female,char_INORI,Инори Мисоно,message/m180.mbe/000_Sheet1.csv,m180_100_020,сказал,"Погоди, разве ты ТОЛЬКО ЧТО не сказал, что сейчас не время","Погоди, разве ты ТОЛЬКО ЧТО не сказал, что сейчас не время
сидеть пьяным?"
female,char_SIRENMON,Сиренмон,message/m180.mbe/000_Sheet1.csv,m180_100_040,был,Он не всегда был таким,"Пожалуйста, прости Бахусмона. Он не всегда был таким..."
male,char_OPERATOR_M,Оператор,message/m180.mbe/000_Sheet1.csv,m180_110_050,была,"это была война, которая длилась восемь лет","Возможно... это была война, которая длилась восемь лет. Та, что
распространилась из их мира в наш... и привела к его гибели."
female,char_JUNOMON,Юномон,message/m190.mbe/000_Sheet1.csv,m190_060_210,должен,Ты должен остаться,Великий Страж! Ты должен остаться.
female,char_INORI,Инори Мисоно,message/m190.mbe/000_Sheet1.csv,m190_070_090,хотел,Ты точно не хотел там остаться,Ты точно не хотел там остаться?
male,char_SIMMONS,Доктор Симмонс,message/m210.mbe/000_Sheet1.csv,m210_010_130,думала,"Не думала, что смогу так скоро применить свои исследования","Мы заблокируем Синдзюку с помощью этого генератора электромагнитной
сети. Хах! Не думала, что смогу так скоро применить свои исследования!"
female,char_INORI,Инори Мисоно,message/m210.mbe/000_Sheet1.csv,m210_050_210,должен,"я думаю, это должен быть","Если уж мне нужно кого-то ненавидеть... я думаю, это должен быть
«конфликт»."
female,char_HIROKO,Хироко Сагисака,message/m230.mbe/000_Sheet1.csv,m230_020_100,сказал,"Всё, что он сказал мне: «Присмотри за этим местом»","Всё, что он сказал мне: «Присмотри за этим местом»."
female,char_HIROKO,Хироко Сагисака,message/m230.mbe/000_Sheet1.csv,m230_020_120,пытался,"Он там пытался выяснить, почему ты","Я бы так предположила. Он там пытался выяснить, почему ты
исчезла. Много и другого безумия происходило тогда же."
female,char_HIROKO,Хироко Сагисака,message/m230.mbe/000_Sheet1.csv,m230_020_130,был,Был огромный переполох из-за взрыва в Ниси-Синдзюку,Был огромный переполох из-за взрыва в Ниси-Синдзюку.
female,char_TOUDO,Асуна Широки,message/m235.mbe/000_Sheet1.csv,m235_020_170,хотел,"Есть кое-кто, кто хотел бы встретиться с вами","Есть кое-кто, кто хотел бы встретиться с вами. По правде
говоря... я здесь по просьбе этого человека."
male,char_SIMMONS,Доктор Симмонс,message/m235.mbe/000_Sheet1.csv,m235_040_040,рада,"Рада слышать, что вы в порядке","Это Симмонс. Рада слышать, что вы в порядке."
male,char_SIMMONS,Доктор Симмонс,message/m235.mbe/000_Sheet1.csv,m235_040_080,сказала,"Я сказала «нет», конечно","Я сказала «нет», конечно. Где же красота в чём-то подобном?"
male,char_SIMMONS,Доктор Симмонс,message/m235.mbe/000_Sheet1.csv,m235_040_090,сказала,"Я сказала им, что уважаемый Др","Я сказала им, что уважаемый Др. Юки никогда бы не построил
ничего похожего на оружие массового убийства."
male,char_SIMMONS,Доктор Симмонс,message/m235.mbe/000_Sheet1.csv,m235_040_110,уверена,"Это имя не нуждается в представлении здесь, в Японии, я уверена","Это имя не нуждается в представлении здесь, в Японии, я уверена.
Нет никого, кого я уважаю больше, чем его."
female,char_INORI,Инори Мисоно,message/m260.mbe/000_Sheet1.csv,m260_030_190,был,Всего восемь лет назад он был синим,Не может быть! Всего восемь лет назад он был синим...
female,char_INORI,Инори Мисоно,message/m260.mbe/000_Sheet1.csv,m260_120_050,был,Дивермон был в восторге от символа мира и хотел возобновить,"Дивермон был в восторге от символа мира и хотел возобновить
примирение с твоей деревней!"
female,char_INORI,Инори Мисоно,message/m260.mbe/000_Sheet1.csv,m260_120_050,хотел,Дивермон был в восторге от символа мира и хотел возобновить,"Дивермон был в восторге от символа мира и хотел возобновить
примирение с твоей деревней!"
female,char_VENUSMON,Венусмон,message/m260.mbe/000_Sheet1.csv,m260_140_020,был,Нептунемон уже должен был выпить,"Но как это может быть? Нептунемон уже должен был выпить
отравленное вино...!"
female,char_VENUSMON,Венусмон,message/m260.mbe/000_Sheet1.csv,m260_140_020,должен,Нептунемон уже должен был выпить,"Но как это может быть? Нептунемон уже должен был выпить
отравленное вино...!"
female,char_RANAMON,Ранамон,message/m280.mbe/000_Sheet1.csv,m280_070_150,был,Мой план был идеален,"Мой план был идеален! Безупречен от начала до конца — пока вы не
сунули свои большие, толстые носы куда не следует!"
female,char_CALAMARAMON,Каламарамон,message/m280.mbe/000_Sheet1.csv,m280_090_030,был,"Нептунемон изначально был назначен для этой цели, но — по","Нептунемон изначально был назначен для этой цели, но — по
какой-то причине — постоянно откладывал это..."
female,char_CALAMARAMON,Каламарамон,message/m280.mbe/000_Sheet1.csv,m280_100_060,был,У меня не было выбора,"«Я... правда не хотела сражаться. У меня не было выбора...
Это был приказ»."
male,char_OPERATOR_M,Оператор,message/m285.mbe/000_Sheet1.csv,m285_040_040,была,была признана аномалией класса-S,"Способность к путешествию во времени, что пребывает в Эгиомоне,
была признана аномалией класса-S."
female,char_INORI,Инори Мисоно,message/m290.mbe/000_Sheet1.csv,m290_030_020,был,"Что случилось со всеми, кто был здесь","Что случилось со всеми, кто был здесь?"
female,char_MIREI,Мирей Микагура,message/m290.mbe/000_Sheet1.csv,m290_070_030,был,"Возможно, он должен был стать апостолом Илиад","Возможно, он должен был стать апостолом Илиад. Тем, кто подходит,
чтобы стать частью сосуда для удержания Священного Потока."
female,char_MIREI,Мирей Микагура,message/m290.mbe/000_Sheet1.csv,m290_070_030,должен,"Возможно, он должен был стать апостолом Илиад","Возможно, он должен был стать апостолом Илиад. Тем, кто подходит,
чтобы стать частью сосуда для удержания Священного Потока."
female,char_INORI,Инори Мисоно,message/m300.mbe/000_Sheet1.csv,m300_140_270,сказал,"Спасибо, что сказал это","Спасибо, что сказал это."
female,char_INORI,Инори Мисоно,message/m310.mbe/000_Sheet1.csv,m310_010_070,был,"Я хочу поговорить с моим папой, сказать ему, что он был неправ","Я хочу поговорить с моим папой, сказать ему, что он был неправ. Я имею
в виду, разве то, что мы с Эгиомоном так близки, не доказывает это?"
