severity,category,package,file,row_id,line,speaker,detail,current_translation,source_game_text01
2,latin_mixed,addcont_03_text01,message/dlcep003_field.mbe/000_Sheet1.csv,dlc003_0110_0020,46,char_ULFORCEVDRAMON_X,"V-, X-",{next}[Сделать УльфорсV-драмон (X-антитело) (Вакцина) союзником.],{next}[Make UlforceVeedramon (X Antibody) (Vaccine) your ally.]
2,latin_mixed,addcont_03_text01,message/dlcep003_field.mbe/000_Sheet1.csv,dlc003_0120_0020,51,char_MAGNAMON_X,X-,{next}[Сделать Магнамона (X-антитело) (Вакцина) союзником.],{next}[Make Magnamon (X Antibody) (Vaccine) your ally.]
2,latin_mixed,addcont_03_text01,text/char_name_dlc03.mbe/000_Sheet1.csv,char_DUKEMON_X,4,,X-,Дюкмон (X-антитело),Gallantmon (X Antibody)
2,latin_mixed,addcont_03_text01,text/char_name_dlc03.mbe/000_Sheet1.csv,char_DUKEMON_X_BIG,5,,X-,Дюкмон (X-антитело),Gallantmon (X Antibody)
2,latin_mixed,addcont_03_text01,text/char_name_dlc03.mbe/000_Sheet1.csv,char_JESMON_X,12,,X-,Джесмон (X-антитело),Jesmon (X Antibody)
2,latin_mixed,addcont_03_text01,text/char_name_dlc03.mbe/000_Sheet1.csv,char_JESMON_X_BIG,13,,X-,Джесмон (X-антитело),Jesmon (X Antibody)
2,latin_mixed,addcont_03_text01,text/char_name_dlc03.mbe/000_Sheet1.csv,char_MAGNAMON_X,8,,X-,Магнамон (X-антитело),Magnamon (X Antibody)
2,latin_mixed,addcont_03_text01,text/char_name_dlc03.mbe/000_Sheet1.csv,char_MAGNAMON_X_BIG,9,,X-,Магнамон (X-антитело),Magnamon (X Antibody)
2,latin_mixed,addcont_03_text01,text/char_name_dlc03.mbe/000_Sheet1.csv,char_OMEGAMON-X,2,,X-,Омегамон (X-антитело),Omnimon (X Antibody)
2,latin_mixed,addcont_03_text01,text/char_name_dlc03.mbe/000_Sheet1.csv,char_OMEGAMON-X_BIG,3,,X-,Омегамон (X-антитело),Omnimon (X Antibody)
2,latin_mixed,addcont_03_text01,text/char_name_dlc03.mbe/000_Sheet1.csv,char_ULFORCEVDRAMON_X,6,,"V-, X-",УльфорсV-драмон (X-антитело),UlforceVeedramon (X Antibody)
2,latin_mixed,addcont_03_text01,text/char_name_dlc03.mbe/000_Sheet1.csv,char_ULFORCEVDRAMON_X_BIG,7,,"V-, X-",УльфорсV-драмон (X-антитело),UlforceVeedramon (X Antibody)
2,latin_mixed,addcont_03_text01,text/digimon_profile_dlc03.mbe/000_Sheet1.csv,digimon_0357_profile,2,,"Omega, X-, inForce","Этот дигимон возник из слияния Уничтожителей вирусов,
ВарГреймона и МеталГарурумона, благодаря воле тех, кто
желает добра. Омегамон способен в любой ситуации
полностью раскрывать качества обоих дигимонов, поэтому
он универсален и силён в бою. Его левая рука имеет
форму ВарГреймона и оснащена мечом и щитом, а правая
рука — форму МеталГарурумона, оснащённую пушкой и
ракетами. Плащ на спине раскрывается автоматически,
когда нужно уклониться от атаки или взлететь. Особый
приём «Высшая пушка» выпускает из пушки в форме
МеталГарурумона поток воздуха абсолютного нуля и
замораживает врага. А меч на левой руке — невидимый
клинок «Трансцендентный меч».

■Влияние X-антитела на ДигиЯдро Омегамона: Теоретически
ни один другой дигимон не должен быть способен победить
Омегамона. Причина в абсолютной силе Omega inForce, что
позволяет мгновенно видеть грядущее в бою и реагировать
на него. Это доводит боевое чутьё и потенциал Омегамона
до предела. Если угроза сетевой безопасности так
велика, что Омегамон не может позволить себе проиграть,
он применяет «Полное удаление» через Трансцендентный
меч. Пока приём активен, всё, чего касается клинок, не
разрезается, а стирается.","This Digimon was fused from the Virus Busters
WarGreymon and MetalGarurumon through the will
of those who wish for good. Omnimon is able to
draw on the qualities of both Digimon to the fullest
extent under any circumstance, making it a capable
and versatile fighter. Its left arm is in the shape of
WarGreymon and is equipped with a sword and
shield, and its right arm takes the shape of
MetalGarurumon and is equipped with a cannon
and missiles. The cloak on its back deploys
automatically when it needs to avoid enemy attacks
or to fly. Its special move is Supreme Cannon, which
fires a blast of air at absolute zero from its
MetalGarurumon-shaped cannon to freeze the
enemy. Additionally, the sword it bears on its left
arm is the invisible blade, Transcendent Sword.

■Effects of the X Antibody on Omnimon's DigiCore:
Theoretically, it should be impossible for any other
Digimon to defeat Omnimon. This is due to its
acquisition of the ultimate power known as Omni
inForce (a term coined from the words ""Omni,""
""Gain,"" and ""Force"") which grants it the ability to
instantly see and react to what is about to happen
in battle. This increases Omnimon's combat sense
and potential to the absolute maximum at all times.
Also, in battles where the threat to network
security is so severe that Omnimon cannot afford
to lose, it can unleash the special move All Delete
using the Transcendent Sword. While All Delete is
active, anything touched by the blade is not cut,
but erased."
2,latin_mixed,addcont_03_text01,text/digimon_profile_dlc03.mbe/000_Sheet1.csv,digimon_0358_profile,3,,X-,"Дюкмон — дигимон-Святой Рыцарь, состоящий в рядах
Королевских рыцарей вместе с Омегамоном и Магнамоном.
Королевские рыцари занимают высшее место в сетевой
безопасности, и ни один дигимон ещё не смог пробить их
стойкую оборону. Однако вирусный атрибут Дюкмона
противоречит роли одного из главных защитников Сети,
поэтому существует ничтожная вероятность, что
равновесие нарушится и он сам станет угрозой. Дюкмон
облачён в священные доспехи из хрондигизоида чистотой
99,9%, в правой руке держит святое копьё Грам, а в
левой — священный щит Эгида. Рыцарственный по природе,
он верно служит своему повелителю. Его особые приёмы —
«Молниеносный выпад» копьём Грам и «Щит праведника»,
очищающий луч из Эгиды.

■Влияние X-антитела на ДигиЯдро Дюкмона: Рискуя жизнью
в бесчисленных священных битвах и сохраняя рыцарскую
верность, Дюкмон наконец был благословлён священными
доспехами, копьём и щитом высочайшего качества. Это
оружие и броня состоят из священного сплава редких
металлов: красного, синего и золотого дигизоида, а
также чистейшего известного хрондигизоида. Дюкмон
преобразился, чтобы лучше соответствовать этой святой
силе, и получил новый приём «Зиг-сабля», усиливающий и
увеличивающий копьё света, выпущенное из святого копья
Грам. Говорят также, что красный плащ, который Дюкмон
носил до обретения силы X-антитела, он отдал герою
Леомону.","Gallantmon is a Holy Knight Digimon counted
among the Royal Knights alongside Omnimon and
Magnamon. The Royal Knights are the highest-
ranking Digimon in terms of network security,
and no Digimon has ever been able to crack their
stalwart defenses. But given Gallantmon's Virus
attribute, its role as one of the chief protectors of
the Net inherently conflicts with its nature. This
means there is a minute chance that this balance
could break and it becomes a threat instead.
Gallantmon is clad in holy armor made of 99.9%
pure Chrondigizoid, and it wields the holy lance
Gram in its right hand while bearing the holy shield
Aegis in its left. Chivalrous by nature, Gallantmon
is a faithful servant of its liege. Its special moves
are Lightning Joust, which unleashes a powerful
thrust from Gram, and Shield of the Just, which
fires a purifying beam from Aegis.

■Effects of the X Antibody on Gallantmon's DigiCore:
After risking its life in countless holy battles while
maintaining its fidelity as a knight, Gallantmon has
at last been blessed with holy armor, a holy lance,
and a holy shield of the highest quality. These arms
and armor consist of a sacred hybrid of the rare
metals Red Digizoid, Blue Digizoid, Gold Digizoid
and the purest Chrondigizoid known to exist.
Gallantmon has also transformed to better suit this
holy power and acquired a new special move named
Zeig Saber, which uses its newfound sacred might to
amplify and greatly enlarge the spear of light that it
fires from the holy lance Gram. What's more, it is
said that Gallantmon gave the red cape it had before
obtaining the power of the X Antibody to the hero
Leomon."
2,latin_mixed,addcont_03_text01,text/digimon_profile_dlc03.mbe/000_Sheet1.csv,digimon_0418_profile,4,,"Ulforce, V-, X-","УльфорсV-драмон — легендарный дигимон-Святой Рыцарь,
упомянутый лишь в пророчестве древнего Цифрового мира.
В этом пророчестве сказано о появлении Королевских
рыцарей, святых защитников Сети, и о том, что все они
соберутся, когда Цифровой мир столкнётся с величайшим
кризисом. Даже среди Королевских рыцарей скорость
УльфорсV-драмона исключительна: за его движениями
невозможно уследить. Его броня из синего хрондигизоита —
крайне редкого и самого лёгкого вида этого металла —
позволяет ему рассекать небо и мчаться по земле. При
необходимости он разворачивает «Меч победы» или
«Тенсегрити-щит» из V-браслетов на руках. Особый
приём «Луч победы» выпускает луч энергии из
V-образной брони на груди и уничтожает врагов.

■Влияние X-антитела на ДигиЯдро УльфорсV-драмона:
Помимо богоподобной скорости, ещё сильнее раскрылась
его предельная сила Ulforce. Она также обладает
поразительным фактором исцеления, позволяя УльфорсV-
драмону мгновенно восстанавливать любой полученный урон.
Даже если его застать врасплох и атаковать, он, скорее
всего, сразу ответит со всей мощью.","UlforceVeedramon is a legendary Holy Knight Digimon
appearing only in a prophecy passed down from the
ancient Digital World. The appearance of the Royal
Knights, the holy defenders of the Network, was
written of in this prophecy, and it is said the members
of the Royal Knights will all gather under the prophecy
when the Digital World faces its greatest crisis. Even
among the Royal Knights, UlforceVeedramon's speed
is exceptional, such that it is impossible to follow its
movements. Clad in armor of Blue Chrondigizoit—an
extremely rare metal, and the lightest form of any
Chrondigizoit—UlforceVeedramon shoots through
the sky and blasts across the earth. Should it ever
require a weapon or shield, it can deploy its Victory
Sword or Tense-Great Shield from the V-Bracelets on
its arms. Its special move is The Ray of Victory, which
fires a beam of energy from the V-shaped armor on
its chest to wipe out foes.

■Effects of the X Antibody on UlforceVeedramon's
DigiCore: In addition to its godlike speed, its ultimate
Ulforce power has also been drawn out further.
Ulforce also has an astounding healing factor,
allowing UlforceVeedramon to heal any damage it
receives immediately. Even if it were to be caught
and attacked, it would likely counter instantly with
one hundred percent of its power."
2,latin_mixed,addcont_03_text01,text/digimon_profile_dlc03.mbe/000_Sheet1.csv,digimon_0432_profile,5,,X-,"Бронированный дигимон-Святой Рыцарь, эволюционировавший
силой Дигиментала Чудес. Этот Дигиментал наделён
атрибутом Металла и состоит из сверхметалла хрондигизоита,
поэтому его оборонительный потенциал и наступательная
мощь не уступают, а возможно и превосходят, дигимонов
уровня Абсолютный. В соответствии с названием сила
Дигиментала Чудес позволяет преодолеть любой кризис.
Магнамон использует «Плазменный выстрел», выпуская шар
чистой плазмы, и «Сияющую золотую солнечную бурю»,
превращающую сжатый воздух в золотые лазерные лучи,
которые сметают окружающих врагов.

■Влияние X-антитела на ДигиЯдро Магнамона:
Его единственный в своём роде хрондигизоид становится
тем прочнее, чем сильнее закаляется. Виртуальный
сверхметалл полностью встроен в тело дигимона и растёт
или атрофируется подобно обычной мышечной ткани. Считается,
что эта чудесная эволюция стала возможна благодаря
хрондигизоиду, созданному древними техниками почти в
естественном состоянии (Дигиментал Чудес), что позволило
ему соединиться с живым существом вместе с собственной
силой Магнамона. Напрягая хрондигизоидные мышцы, он
временно переходит в мерцающее состояние золотого дигизоида
и получает абсолютную защиту, способную выдерживать как
физическое разрушение, так и атаки, распадающие данные.
Это состояние обладает свойствами, подобными руде Хуанлун,
особому минералу, из которого образуется хрондигизоид с
непревзойдённой твёрдостью. Такая идеальная защита слишком
тяжела для дигимона, но Магнамон преодолевает это полной
закалкой своего хрондигизоида.","An Armor Holy Knight Digimon that has Digivolved
through the power of the Digi-Egg of Miracles.
Imbued with the attribute of Metal and made of
the super-metal Chrondigizoit, this Digi-Egg holds
immense defensive capability and offensive might
on par with, if not exceeding, that of Mega
Digimon. True to its name, gaining the wondrous
power of the Digi-Egg of Miracles would allow
one to overcome any crisis. Magnamon uses its
special move Plasma Shot to fire a ball of pure
plasma, and Shining Gold Solar Storm to explode
condensed air into golden laser beams that
sweep away surrounding foes.

■Effects of the X Antibody on Magnamon's DigiCore:
Its one-of-a-kind Chrondigizoid grows stronger the
more it is tempered. Magnamon's virtual super-
metal is fully integrated into the Digimon's body,
growing and atrophying just like ordinary muscle
tissue. This miraculous Digivolution is thought to
have been achieved through the unique properties
of Chrondigizoid created close to its natural state
using ancient techniques (the Digi-Egg of Miracles)
which allows it to integrate with living creatures, in
combination with Magnamon's own power. By
tensing its Chrondigizoid muscles, it can temporarily
transform into a glimmering Gold Digizoid state,
offering absolute defensive power capable of
withstanding physical and even data-disintegrating
attacks. Furthermore, this Gold Digizoid state bears
properties akin to Huanglong Ore, the special
mineral Chrondigizoid is formed from that boasts
unparalleled, absolute hardness. Its perfect
defense is accompanied by a specific gravity
unsuited to Digimon, but Magnamon is able to
overcome this by thoroughly tempering its
Chrondigizoid."
