priority,category,package,file,line,row_id,speaker,shared_mf_alias,marker,recommended_action,source_en,current_ru,tags
4,possible_player_address_gender,patch_text01,message/d03.mbe/000_Sheet1.csv,72,f_d0301_0180_0050,char_KAMEMON,,сказал,"проверить, относится ли форма к игроку",,"Подожди. Что это ты сказал? Срочное дело от Венусмона? У
Меркуримона чрезвычайная ситуация?!",
4,possible_player_address_gender,patch_text01,message/d03.mbe/000_Sheet1.csv,150,f_d0302_0130_0021,char_PLAYER_M,,ранен,"проверить, относится ли форма к игроку",,"{next}Ты ведь не ранен, правда?",
4,possible_player_address_gender,patch_text01,message/d03.mbe/000_Sheet1.csv,168,f_d0302_0160_0040,char_KAMEMON,,должен,"проверить, относится ли форма к игроку",,"По сути, ты ДОЛЖЕН спасти меня в этот момент, тебе не кажется?!",f_d0302_0160_0040
4,possible_player_address_gender,patch_text01,message/d03.mbe/000_Sheet1.csv,337,f_d0304_0040_0060,char_SABMARIMON,,вернулся,"проверить, относится ли форма к игроку",,"О, ты вернулся! Эй, что думаешь? Впечатляет, да?",f_d0304_0040_0060
4,possible_player_address_gender,patch_text01,message/d03.mbe/000_Sheet1.csv,338,f_d0304_0040_0065,char_SABMARIMON,,вернулся,"проверить, относится ли форма к игроку",,"О, ты вернулся, да?",f_d0304_0040_0065
4,possible_player_address_gender,patch_text01,message/d03.mbe/000_Sheet1.csv,360,f_d0305_0050_0010,char_VIKEMON,,пришел,"проверить, относится ли форма к игроку",,"Что это? Ты пришел сюда, зная, что это наша база?",
4,possible_player_address_gender,patch_text01,message/d04.mbe/000_Sheet1.csv,19,f_d0401_0050_0010,char_PALMON,,сделал,"проверить, относится ли форма к игроку",,Ты сделал это! Теперь мы можем перейти!,
4,possible_player_address_gender,patch_text01,message/d04.mbe/000_Sheet1.csv,72,f_d0402_0130_0020,char_LOTOSMON,,пришёл,"проверить, относится ли форма к игроку",,Ты пришёл на фестиваль?,f_d0402_0130_0020
4,possible_player_address_gender,patch_text01,message/d04.mbe/000_Sheet1.csv,134,f_d0404_0040_0030,char_HAWKMON,,должен,"проверить, относится ли форма к игроку",,Ты должен присоединиться к нам — своим подчинённым!,
4,possible_player_address_gender,patch_text01,message/d04.mbe/000_Sheet1.csv,175,f_d0404_0130_0010,char_V-MON,,был,"проверить, относится ли форма к игроку",,"Ты! Ты был в Центральном городе!.. Эй, тебе не кажется, что вон
тот дигимон такой клёвый?",
4,possible_player_address_gender,patch_text01,message/d04.mbe/000_Sheet1.csv,191,f_d0404_0160_0040,char_SHURIMON,,сказала,"проверить, относится ли форма к игроку",,Что ты сказала?! Если ты не сожалеешь...,
4,possible_player_address_gender,patch_text01,message/d04.mbe/000_Sheet1.csv,231,f_d0404_0290_0020,char_MERAMON,,прав,"проверить, относится ли форма к игроку",,"Ты прав! Это место такое расслабляющее, и выпивка хорошая.",
4,possible_player_address_gender,patch_text01,message/d04.mbe/000_Sheet1.csv,264,f_d0404_0450_0040,char_GARUDAMON,,должен,"проверить, относится ли форма к игроку",,"...Я не могу вернуться. Ты должен следовать пути, который тебе
предназначен.",
4,possible_player_address_gender,patch_text01,message/d04.mbe/000_Sheet1.csv,297,f_d0404_9010_0050,char_FLORAMON,,был,"проверить, относится ли форма к игроку",,"Фух, мне всё-таки удалось победить. Ты был непростым
соперником!",
4,possible_player_address_gender,patch_text01,message/d04.mbe/000_Sheet1.csv,319,f_d0407_0010_0010,,,нашёл,"проверить, относится ли форма к игроку",,Ты нашёл меня...,
4,possible_player_address_gender,patch_text01,message/d04.mbe/000_Sheet1.csv,320,f_d0407_0010_0020,,,нашёл,"проверить, относится ли форма к игроку",,Чёрт. Ты нашёл меня...,
4,possible_player_address_gender,patch_text01,message/d05.mbe/000_Sheet1.csv,507,f_d0506_0190_0020,char_DARKSUPERSTARMON,,был,"проверить, относится ли форма к игроку",,"Эй, где ты был?! Чемпион Колизея здесь!",
4,possible_player_address_gender,patch_text01,message/d06.mbe/000_Sheet1.csv,152,f_d0604_0180_0020,char_TUNOMON_TITAMON,,сказал,"проверить, относится ли форма к игроку",,"Ты сказал, что ключ у Клависанджемона, верно?",f_d0604_0180_0020
4,possible_player_address_gender,patch_text01,message/d06.mbe/000_Sheet1.csv,168,f_d0604_0230_0010,char_APOLLOMON,,вернулся,"проверить, относится ли форма к игроку",,"А, ты вернулся! Другие камеры открылись, но эта по какой-то
причине оставалась закрытой...",f_d0604_0230_0010
4,possible_player_address_gender,patch_text01,message/d06.mbe/000_Sheet1.csv,237,f_d0604_0350_0010,char_ORGEMON,,видел,"проверить, относится ли форма к игроку",,"Гех-гех-гех... Ты это видел? Я задал этим ангельским дигимонам
хорошую трепку!",
4,possible_player_address_gender,patch_text01,message/d07.mbe/000_Sheet1.csv,48,f_d0701_0010_0400,char_GEKOMON,,был,"проверить, относится ли форма к игроку",,"Если бы ты был рядом, я бы, пожалуй, решился, глурп!
Ладно, я сам отведу тебя к нему!",f_d0701_0010_0400
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,39,f_d0901_0010_0010,char_PLUTOMON,,пришел,"проверить, относится ли форма к игроку",,Ты пришел...,f_d0901_0010_0010
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,53,f_d0901_0020_0018,char_GEKOMON,,готов,"проверить, относится ли форма к игроку",,"Ты готов, глурп?",f_d0901_0020_0018
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,81,f_d0901_0100_0020,char_HYOUGAMON,,видел,"проверить, относится ли форма к игроку",,"Эй, ты это видел?! Они ничуть не круче старого доброго Лорда
Плутомона!",
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,90,f_d0901_0120_0038,char_GEKOMON,,решил,"проверить, относится ли форма к игроку",,"Так что же ты решил сделать? Тебе ДЕЙСТВИТЕЛЬНО нужно идти туда,
глурп?",f_d0901_0120_0038
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,222,f_d0903_0035_0100,char_INORI,,уверен,"проверить, относится ли форма к игроку",,"Ты уверен? Эти дигимоны, вероятно, нападут, если ты подойдешь
слишком близко...",
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,398,f_d0904_0240_0020,char_WARUSEADRAMON,,сделал,"проверить, относится ли форма к игроку",,"Ты сделал это! Мы будем сражаться бок о бок с тобой. Время для
контратаки!",
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,426,f_d0904_0280_0080,char_VENUSMON,,ранен,"проверить, относится ли форма к игроку",,"Хорошо. Хотя, что ты будешь делать? Ты ранен!",
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,532,f_d0905_0010_0070,char_VULCANUSMON,,должен,"проверить, относится ли форма к игроку",,"О, вот ты где! Ты должен это послушать!",f_d0905_0010_0070
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,578,f_d0905_0080_0080,char_VULCANUSMON,,сказал,"проверить, относится ли форма к игроку",,"Ты что-то сказал? Может быть, слова энтузиазма и решимости?
Держу пари, ты сказал, что приложишь все усилия!",
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,589,f_d0905_0090_0040,char_JUNOMON,,должен,"проверить, относится ли форма к игроку",,Тогда сейчас. Ты должен пройти через ворота.,
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,673,f_d0906_0060_0100,char_AEGIOMON,,сделал,"проверить, относится ли форма к игроку",,Ты сделал это! Дыра исчезла!,f_d0906_0060_0100
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,751,f_d0907_0110_0030,char_AEGIOMON,,готов,"проверить, относится ли форма к игроку",,"...но я уверен, что мне не избежать этой участи. Отсюда нет
пути назад... Ты готов?",
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,755,f_d0907_0110_0060,char_AEGIOMON,,был,"проверить, относится ли форма к игроку",,"Я даже пытался уничтожить яйцо до своего рождения...
Но помнишь? Ты был единственным, кто меня остановил.",
4,possible_player_address_gender,patch_text01,message/d12.mbe/000_Sheet1.csv,48,f_d1204_0190_0010,char_KNIGHTMON,,был,"проверить, относится ли форма к игроку",,Это ты! Тот человек из прошлого! Ты был в безопасности?,
4,possible_player_address_gender,patch_text01,message/d12.mbe/000_Sheet1.csv,137,f_d1204_0620_0050,char_TYUMON,,должен,"проверить, относится ли форма к игроку",,Ах! Но не забегай вперед! Ты должен работать!,
4,possible_player_address_gender,patch_text01,message/d13.mbe/000_Sheet1.csv,102,f_d1301_0320_0010,char_TOUDO,,сделал,"проверить, относится ли форма к игроку",,Ты сделал это! Это идентификационный номер руководителя!,
4,possible_player_address_gender,patch_text01,message/digimon_chat.mbe/000_Sheet1.csv,1942,rapi_001_3_replay,char_PLAYER_M,,уверен,"проверить, относится ли форма к игроку",,"Ты уверен, что это не «Кролик»?",
4,possible_player_address_gender,patch_text01,message/field_text.mbe/000_Sheet1.csv,894,g_shop165_0030_0010,char_YUKIDARUMON,,уверен,"проверить, относится ли форма к игроку",,"Ты уверен, что ничего не забыл?",
4,possible_player_address_gender,patch_text01,message/field_text.mbe/000_Sheet1.csv,905,g_shop310_0010_0020,char_VADEMON,,вернулся,"проверить, относится ли форма к игроку",,"Я номер 160 из 160 братьев Вейдемон, детище в семье! Приятно, что
ты вернулся!",
4,possible_player_address_gender,patch_text01,message/field_text.mbe/000_Sheet1.csv,906,g_shop310_0010_0030,char_VADEMON,,был,"проверить, относится ли форма к игроку",,"Я номер 160 из 160 братьев Вейдемон. Я слышал, ты был звездой в
заведении моего брата! И здесь удачи.",
4,possible_player_address_gender,patch_text01,message/field_text.mbe/000_Sheet1.csv,913,g_shop311_0010_0020,char_VADEMON,,вернулся,"проверить, относится ли форма к игроку",,"Я номер 108 из 160 братьев Вейдемон. Приятно, что ты вернулся!",
4,possible_player_address_gender,patch_text01,message/field_text.mbe/000_Sheet1.csv,914,g_shop311_0010_0030,char_VADEMON,,был,"проверить, относится ли форма к игроку",,"Я номер 108 из 160 братьев Вейдемон. Я слышал, ты был звездой в
заведении моего брата! И здесь удачи.",
4,possible_player_address_gender,patch_text01,message/field_text.mbe/000_Sheet1.csv,921,g_shop312_0010_0020,char_VADEMON,,вернулся,"проверить, относится ли форма к игроку",,"Я 77-й номер из 160 братьев Вадемон. Приятно, что ты вернулся!",
4,possible_player_address_gender,patch_text01,message/field_text.mbe/000_Sheet1.csv,922,g_shop312_0010_0030,char_VADEMON,,был,"проверить, относится ли форма к игроку",,"Я 77-й номер из 160 братьев Вейдемон. Я слышал, ты был звездой в
заведении моего брата! И здесь удачи.",
4,possible_player_address_gender,patch_text01,message/field_text.mbe/000_Sheet1.csv,929,g_shop313_0010_0020,char_VADEMON,,вернулся,"проверить, относится ли форма к игроку",,"Я номер 2 из 160 братьев Вейдемон. Приятно, что ты вернулся!",
4,possible_player_address_gender,patch_text01,message/field_text.mbe/000_Sheet1.csv,930,g_shop313_0010_0030,char_VADEMON,,был,"проверить, относится ли форма к игроку",,"Я номер 2 из 160 братьев Вейдемон. Я слышал, ты был звездой в
заведении моего брата! И здесь удачи.",
4,possible_player_address_gender,patch_text01,message/h03.mbe/000_Sheet1.csv,20,f_h0310_0020_0060,char_VADEMON,,был,"проверить, относится ли форма к игроку",,"Я слышал, ты был звездой в заведении моего брата! Вступительный
взнос составляет 5000 иен! Удачи!",
4,possible_player_address_gender,patch_text01,message/m040.mbe/000_Sheet1.csv,65,m040_060_010,char_PROTECTED_GIRL,,ранен,"проверить, относится ли форма к игроку",,Ты в порядке? Ты ранен?,m040_060_010
4,possible_player_address_gender,patch_text01,message/m060.mbe/000_Sheet1.csv,141,m060_150_010,char_INORI,,сказал,"проверить, относится ли форма к игроку",,Ты сказал... тебя зовут Эгиомон?,m060_150_010
4,possible_player_address_gender,patch_text01,message/m060.mbe/000_Sheet1.csv,145,m060_150_060,char_AEGIOMON,,ранена,"проверить, относится ли форма к игроку",,Ты не ранена...?,m060_150_060
4,possible_player_address_gender,patch_text01,message/m080.mbe/000_Sheet1.csv,96,m080_110_190,char_INORI,,был,"проверить, относится ли форма к игроку",,"По-моему, сегодня ты был настоящим героем. Без всяких сомнений!",m080_110_190
4,possible_player_address_gender,patch_text01,message/m090.mbe/000_Sheet1.csv,79,m090_080_061,char_PLAYER_M,,пришла,"проверить, относится ли форма к игроку",,Откуда ты пришла?,
4,possible_player_address_gender,patch_text01,message/m110.mbe/000_Sheet1.csv,45,m110_030_100,char_INORI,,права,"проверить, относится ли форма к игроку",,"Да... Полагаю, ты права. Прости, Хироко.",m110_030_100
4,possible_player_address_gender,patch_text01,message/m120.mbe/000_Sheet1.csv,10,m120_010_081,char_PLAYER_M,,ранена,"проверить, относится ли форма к игроку",,Ты не ранена?,
4,possible_player_address_gender,patch_text01,message/m130.mbe/000_Sheet1.csv,65,m130_070_014,char_AEGIOMON,,сказала,"проверить, относится ли форма к игроку",,"Той ночью, под звёздным небом... ты ведь сказала «всегда»?
Что всегда будешь рядом со мной...?",m130_070_014
4,possible_player_address_gender,patch_text01,message/m130.mbe/000_Sheet1.csv,72,m130_090_020,char_CORONAMON,,видела,"проверить, относится ли форма к игроку",,"Ты видела меня? Видела, на что я способен? Ха-ха-ха!",m130_090_020
4,possible_player_address_gender,patch_text01,message/m140.mbe/000_Sheet1.csv,6,m140_010_050,char_MINERVAMON,,знал,"проверить, относится ли форма к игроку",,"Эти люди помогли нам пока сдержать их нападение. Ты знал,
что Титаны уже в городе?",m140_010_050
4,possible_player_address_gender,patch_text01,message/m140.mbe/000_Sheet1.csv,42,m140_010_390,char_MINERVAMON,,согласен,"проверить, относится ли форма к игроку",,"Именно так. Ты согласен, Меркуримон?",m140_010_390
4,possible_player_address_gender,patch_text01,message/m160.mbe/000_Sheet1.csv,23,m160_040_060,char_MINERVAMON,,сказал,"проверить, относится ли форма к игроку",,"А ты сказал, что яйцо было первым, что ты увидел...
Да и я сама видела твою невероятную силу.",m160_040_060
4,possible_player_address_gender,patch_text01,message/m160.mbe/000_Sheet1.csv,44,m160_060_030,char_JUNOMON,,был,"проверить, относится ли форма к игроку",,"Мы должны защитить мир от них, о Великий Страж. Для этой
и только этой цели ты был рождён.",m160_060_030
4,possible_player_address_gender,patch_text01,message/m170.mbe/000_Sheet1.csv,84,m170_065_100,char_SHELLMON,,сказала,"проверить, относится ли форма к игроку",,"Но ведь всё именно так, как ты сказала, правда?
Чтобы позаботиться о том, кому больно, причина не нужна.",m170_065_100
4,possible_player_address_gender,patch_text01,message/m170.mbe/000_Sheet1.csv,102,m170_065_280,char_OCTMON,,должна,"проверить, относится ли форма к игроку",,Это срочно! Ты должна открыть дверь!,m170_065_280
4,possible_player_address_gender,patch_text01,message/m170.mbe/000_Sheet1.csv,129,m170_090_030,char_SHELLMON,,права,"проверить, относится ли форма к игроку",,Ты права... Теперь им будет ещё труднее это понять...,m170_090_030
4,possible_player_address_gender,patch_text01,message/m170.mbe/000_Sheet1.csv,182,m170_130_050,char_SHARKMON_BOSS,,жив,"проверить, относится ли форма к игроку",,...! Ты?! Ты жив?!,m170_130_050
4,possible_player_address_gender,patch_text01,message/m170.mbe/000_Sheet1.csv,258,m170_210_090,char_JUNOMON,,уверен,"проверить, относится ли форма к игроку",,"Течение... Ты уверен, что Титаны сказали именно это?",m170_210_090
4,possible_player_address_gender,patch_text01,message/m190.mbe/000_Sheet1.csv,71,m190_060_210,char_JUNOMON,,должен,"проверить, относится ли форма к игроку",,Великий Страж! Ты должен остаться здесь.,m190_060_210
4,possible_player_address_gender,patch_text01,message/m190.mbe/000_Sheet1.csv,75,m190_060_250,char_JUNOMON,,должен,"проверить, относится ли форма к игроку",,"Нет ничего выше исполнения своего предназначения! Ответь мне!
Что ты должен сейчас сделать?",m190_060_250
4,possible_player_address_gender,patch_text01,message/m210.mbe/000_Sheet1.csv,90,m210_030_270,char_AEGIOCHUSMON,,права,"проверить, относится ли форма к игроку",,Ты права.,m210_030_270
4,possible_player_address_gender,patch_text01,message/m210.mbe/000_Sheet1.csv,150,m210_045_010,char_TITAMON,,сделал,"проверить, относится ли форма к игроку",,АААААХ! Что ты сделал?!,m210_045_010
4,possible_player_address_gender,patch_text01,message/m230.mbe/000_Sheet1.csv,29,m230_020_040,char_HIROKO,,была,"проверить, относится ли форма к игроку",,"Что я...?! Ты спрашиваешь про МЕНЯ?! Ты... Ты... Где ТЫ была,
Инори?!",m230_020_040
4,possible_player_address_gender,patch_text01,message/m230.mbe/000_Sheet1.csv,30,m230_020_050,char_HIROKO,,вернулась,"проверить, относится ли форма к игроку",,"Но если серьёзно: ты вернулась такой же юной, как раньше, после
восьми лет отсутствия. Это жутко!",m230_020_050
4,possible_player_address_gender,patch_text01,message/m230.mbe/000_Sheet1.csv,68,m230_030_060,char_PLAYER_M,,вернулась,"проверить, относится ли форма к игроку",,"Не волнуйся, мы позаботимся о том, чтобы ты вернулась в свой мир.{next}",
4,possible_player_address_gender,patch_text01,message/m260.mbe/000_Sheet1.csv,82,m260_080_310,char_AEGIOMON,,уверен,"проверить, относится ли форма к игроку",,"Ты уверен, что это хорошая идея? Если мы не пойдём, вместо нас,
вероятно, придётся идти Венусмон.",m260_080_310
4,possible_player_address_gender,patch_text01,message/m280.mbe/000_Sheet1.csv,27,m280_030_120,char_INORI,,была,"проверить, относится ли форма к игроку",,...ты была так добра к нам!,m280_040_090
4,possible_player_address_gender,patch_text01,message/m280.mbe/000_Sheet1.csv,45,m280_040_090,char_INORI,,была,"проверить, относится ли форма к игроку",,...ты была так добра к нам!,m280_040_090
4,possible_player_address_gender,patch_text01,message/m290.mbe/000_Sheet1.csv,36,m290_060_200,char_AEGIOMON,,сделал,"проверить, относится ли форма к игроку",,Зачем ты это сделал?!,m290_060_200
4,possible_player_address_gender,patch_text01,message/m300.mbe/000_Sheet1.csv,76,m300_090_010,char_BACCHUSMON,,была,"проверить, относится ли форма к игроку",,Ты была права. Мне не следовало терять бдительность.,m300_090_010
4,possible_player_address_gender,patch_text01,message/m300.mbe/000_Sheet1.csv,85,m300_090_100,char_BACCHUSMON,,думала,"проверить, относится ли форма к игроку",,"Ты думала, я тебя не слышал?",m300_090_100
4,possible_player_address_gender,patch_text01,message/m300.mbe/000_Sheet1.csv,192,m300_140_250,char_AEGIOMON,,нашла,"проверить, относится ли форма к игроку",,"Инори, это ты нашла меня под землёй в Синдзюку... Не думаю,
что это было совпадением.",m300_140_250
4,possible_player_address_gender,patch_text01,message/m320.mbe/000_Sheet1.csv,125,m320_080_060,char_INORI,,жив,"проверить, относится ли форма к игроку",,"Верно. Но, думаю, худшего мы избежали. Пока ты жив, всегда
можно начать заново...",m320_080_060
4,possible_player_address_gender,patch_text01,message/m340.mbe/000_Sheet1.csv,8,m340_010_070,char_INORI,,должен,"проверить, относится ли форма к игроку",,"Я так много хочу тебе рассказать, но... сначала ты должен
объясниться!",m340_010_070
4,possible_player_address_gender,patch_text01,message/m390.mbe/000_Sheet1.csv,2,m390_010_010,char_SIMMONS,,один,"проверить, относится ли форма к игроку",,Хм? Сегодня ты один? Где остальные двое?,m390_010_010
4,possible_player_address_gender,patch_text01,message/m390.mbe/000_Sheet1.csv,51,m390_060_030,char_AEGIOMON,,видел,"проверить, относится ли форма к игроку",,"Ты ведь видел всё это много раз, правда, {player}?",m390_060_030
